transaction_id,user_id,product_id,quantity,unit_price,total_amount,discount_applied,final_amount,payment_method,transaction_date,delivery_address,order_status,shipping_cost,delivery_date
txn_de0d9803,user_00994,prod_00125,2,703.74,1407.48,202.63,1204.85,bank_transfer,2026-02-25 11:41:18,"Makassar, Indonesia",completed,17.02,2026-03-01
txn_f3179d28,user_00696,prod_00249,1,271.93,271.93,18.88,253.05,credit_card,2026-01-13 11:41:18,"Makassar, Indonesia",completed,28.2,2026-01-19
txn_27cc880e,user_00408,prod_00367,2,544.16,1088.32,150.84,937.48,debit_card,2026-01-24 11:41:18,"Surabaya, Indonesia",pending,14.77,2026-01-30
txn_9563e174,user_00063,prod_00089,2,52.99,105.98,10.75,95.23,credit_card,2026-01-11 11:41:18,"Surabaya, Indonesia",pending,13.43,2026-01-16
txn_7f283c55,user_00663,prod_00405,2,634.23,1268.46,124.54,1143.92,debit_card,2026-03-13 11:41:18,"Medan, Indonesia",completed,22.46,2026-03-15
txn_ad15f4d2,user_00308,prod_00047,3,1087.83,3263.49,623.08,2640.41,credit_card,2026-02-14 11:41:18,"Surabaya, Indonesia",completed,16.17,2026-02-19
txn_ec31c45e,user_00385,prod_00436,1,1580.84,1580.84,201.87,1378.97,bank_transfer,2026-03-03 11:41:18,"Medan, Indonesia",completed,21.22,2026-03-06
txn_571e1056,user_00331,prod_00090,1,701.65,701.65,67.19,634.46,e_wallet,2026-01-08 11:41:18,"Bekasi, Indonesia",pending,21.85,2026-01-13
txn_eb41659d,user_00169,prod_00143,2,821.93,1643.86,53.35,1590.51,e_wallet,2026-02-06 11:41:18,"Depok, Indonesia",processing,21.0,2026-02-08
txn_6bbe5936,user_00745,prod_00002,3,713.89,2141.67,65.56,2076.11,credit_card,2026-01-22 11:41:18,"Makassar, Indonesia",processing,23.81,2026-01-29
txn_79c49ed5,user_00867,prod_00437,2,1348.39,2696.78,370.1,2326.68,bank_transfer,2026-03-13 11:41:18,"Jakarta, Indonesia",pending,19.01,2026-03-20
txn_9ecf44bf,user_00667,prod_00088,2,719.36,1438.72,46.25,1392.47,credit_card,2026-01-11 11:41:18,"Depok, Indonesia",completed,14.49,2026-01-13
txn_3533b295,user_00582,prod_00303,2,923.89,1847.78,44.9,1802.88,debit_card,2026-03-17 11:41:18,"Bekasi, Indonesia",completed,12.17,2026-03-19
txn_cd4fdb50,user_00378,prod_00207,1,1863.64,1863.64,182.6,1681.04,e_wallet,2026-01-07 11:41:18,"Surabaya, Indonesia",completed,15.79,2026-01-12
txn_3378d3fa,user_00098,prod_00105,3,600.47,1801.41,236.29,1565.12,bank_transfer,2026-01-03 11:41:18,"Bekasi, Indonesia",pending,19.52,2026-01-09
txn_5ae393ed,user_00979,prod_00106,1,1413.34,1413.34,105.61,1307.73,credit_card,2026-03-16 11:41:18,"Surabaya, Indonesia",processing,24.56,2026-03-19
txn_6eecadfd,user_00823,prod_00257,1,453.73,453.73,45.33,408.4,debit_card,2026-02-13 11:41:18,"Bekasi, Indonesia",processing,25.36,2026-02-15
txn_0b1a28e3,user_00821,prod_00177,3,572.56,1717.68,27.44,1690.24,debit_card,2026-03-06 11:41:18,"Depok, Indonesia",completed,18.46,2026-03-12
txn_1caecd90,user_00747,prod_00071,2,508.13,1016.26,104.56,911.7,credit_card,2026-03-08 11:41:18,"Depok, Indonesia",completed,26.61,2026-03-13
txn_a7e3b0bd,user_00233,prod_00361,2,595.47,1190.94,26.65,1164.29,bank_transfer,2026-02-24 11:41:18,"Tangerang, Indonesia",processing,18.69,2026-03-03
txn_b46f9c82,user_00988,prod_00481,2,129.08,258.16,3.42,254.74,bank_transfer,2026-03-03 11:41:18,"Jakarta, Indonesia",processing,29.82,2026-03-05
txn_1353fc3d,user_00985,prod_00026,2,1072.85,2145.7,114.36,2031.34,e_wallet,2026-03-22 11:41:18,"Bandung, Indonesia",completed,15.32,2026-03-25
txn_549ffbb2,user_00329,prod_00120,2,1080.39,2160.78,147.47,2013.31,e_wallet,2026-03-19 11:41:18,"Medan, Indonesia",processing,15.83,2026-03-23
txn_d4b2bd1c,user_00013,prod_00246,1,784.98,784.98,78.82,706.16,e_wallet,2026-01-08 11:41:18,"Surabaya, Indonesia",completed,13.44,2026-01-12
txn_0c23cd4b,user_00071,prod_00445,1,439.56,439.56,43.38,396.18,bank_transfer,2026-02-20 11:41:18,"Medan, Indonesia",processing,28.96,2026-02-25
txn_cb144233,user_00485,prod_00084,1,1584.23,1584.23,300.46,1283.77,e_wallet,2026-03-29 11:41:18,"Surabaya, Indonesia",completed,16.32,2026-04-02
txn_e843385b,user_00905,prod_00232,1,925.91,925.91,128.74,797.17,debit_card,2026-01-11 11:41:18,"Bekasi, Indonesia",pending,11.77,2026-01-14
txn_2b16b04e,user_00777,prod_00423,2,1102.37,2204.74,419.89,1784.85,credit_card,2026-03-29 11:41:18,"Palembang, Indonesia",processing,20.35,2026-03-31
txn_5cfba725,user_00354,prod_00088,2,719.36,1438.72,61.75,1376.97,e_wallet,2026-03-26 11:41:18,"Palembang, Indonesia",cancelled,24.93,2026-04-01
txn_809388e7,user_00131,prod_00185,2,1305.61,2611.22,479.75,2131.47,credit_card,2026-01-30 11:41:18,"Surabaya, Indonesia",completed,15.78,2026-02-06
txn_24d1615c,user_00442,prod_00408,2,889.17,1778.34,179.56,1598.78,debit_card,2026-03-05 11:41:18,"Medan, Indonesia",processing,28.34,2026-03-08
txn_597df14d,user_00391,prod_00219,2,1655.93,3311.86,116.96,3194.9,e_wallet,2026-01-28 11:41:18,"Bandung, Indonesia",pending,14.12,2026-02-03
txn_775c6757,user_00573,prod_00029,1,700.15,700.15,74.29,625.86,bank_transfer,2026-02-21 11:41:18,"Tangerang, Indonesia",completed,28.22,2026-02-25
txn_cd1c62f1,user_00743,prod_00056,1,109.27,109.27,7.63,101.64,debit_card,2026-03-27 11:41:18,"Bandung, Indonesia",processing,13.64,2026-03-30
txn_d3a76bfa,user_00777,prod_00039,2,646.77,1293.54,138.19,1155.35,bank_transfer,2026-01-22 11:41:18,"Palembang, Indonesia",completed,20.13,2026-01-24
txn_ecd0933f,user_00394,prod_00398,1,1084.38,1084.38,136.0,948.38,credit_card,2026-01-09 11:41:18,"Tangerang, Indonesia",cancelled,15.17,2026-01-14
txn_db17a8d2,user_00224,prod_00091,1,167.41,167.41,11.62,155.79,e_wallet,2026-03-12 11:41:18,"Tangerang, Indonesia",processing,12.34,2026-03-15
txn_c53626eb,user_00208,prod_00266,1,1104.49,1104.49,169.63,934.86,bank_transfer,2026-03-19 11:41:18,"Surabaya, Indonesia",pending,19.44,2026-03-24
txn_3b2b1bc9,user_00565,prod_00288,3,1741.78,5225.34,200.2,5025.14,debit_card,2026-03-07 11:41:18,"Depok, Indonesia",completed,10.49,2026-03-09
txn_718c040f,user_00283,prod_00053,1,809.55,809.55,140.1,669.45,debit_card,2026-02-15 11:41:18,"Makassar, Indonesia",processing,21.07,2026-02-19
txn_bfcc967c,user_00213,prod_00118,1,462.44,462.44,56.75,405.69,bank_transfer,2026-02-09 11:41:18,"Bandung, Indonesia",completed,13.38,2026-02-16
txn_d502371c,user_00631,prod_00497,1,109.84,109.84,5.07,104.77,e_wallet,2026-03-11 11:41:18,"Tangerang, Indonesia",pending,14.8,2026-03-17
txn_c8a408a8,user_00473,prod_00239,3,871.12,2613.36,132.67,2480.69,e_wallet,2026-01-04 11:41:18,"Makassar, Indonesia",processing,14.71,2026-01-10
txn_b84fc9d1,user_00033,prod_00439,1,875.96,875.96,170.0,705.96,e_wallet,2026-02-24 11:41:18,"Palembang, Indonesia",processing,11.25,2026-02-28
txn_53a9d608,user_00216,prod_00271,3,593.5,1780.5,345.71,1434.79,bank_transfer,2026-03-19 11:41:18,"Tangerang, Indonesia",completed,16.34,2026-03-23
txn_d15ba5e7,user_00758,prod_00257,2,453.73,907.46,18.5,888.96,bank_transfer,2026-01-31 11:41:18,"Depok, Indonesia",completed,25.88,2026-02-04
txn_31671e21,user_00759,prod_00020,2,659.29,1318.58,170.38,1148.2,credit_card,2026-02-23 11:41:18,"Tangerang, Indonesia",completed,15.81,2026-02-27
txn_cabde801,user_00377,prod_00305,1,1185.07,1185.07,75.94,1109.13,e_wallet,2026-02-24 11:41:18,"Bekasi, Indonesia",processing,17.49,2026-03-02
txn_5fa1ae11,user_00661,prod_00270,3,1336.19,4008.57,167.7,3840.87,debit_card,2026-01-28 11:41:18,"Semarang, Indonesia",cancelled,11.85,2026-02-02
txn_832c9211,user_00483,prod_00467,3,233.53,700.59,109.69,590.9,e_wallet,2026-01-15 11:41:18,"Makassar, Indonesia",pending,20.16,2026-01-19
txn_154b9388,user_00131,prod_00350,3,1158.31,3474.93,427.92,3047.01,e_wallet,2026-01-18 11:41:18,"Surabaya, Indonesia",completed,20.47,2026-01-22
txn_44b21601,user_00244,prod_00260,3,1034.64,3103.92,280.73,2823.19,debit_card,2026-03-15 11:41:18,"Tangerang, Indonesia",processing,22.29,2026-03-20
txn_49ed0491,user_00796,prod_00378,1,706.61,706.61,72.23,634.38,debit_card,2026-02-11 11:41:18,"Tangerang, Indonesia",processing,29.53,2026-02-18
txn_db544ddc,user_00865,prod_00206,1,72.86,72.86,4.33,68.53,credit_card,2026-01-12 11:41:18,"Bekasi, Indonesia",cancelled,28.46,2026-01-14
txn_d8aca87e,user_00589,prod_00272,3,1349.88,4049.64,402.72,3646.92,credit_card,2026-03-02 11:41:18,"Bekasi, Indonesia",processing,14.72,2026-03-04
txn_8f434a25,user_00862,prod_00213,3,1270.95,3812.85,745.16,3067.69,e_wallet,2026-02-19 11:41:18,"Bekasi, Indonesia",processing,24.96,2026-02-22
txn_8c840b1e,user_00471,prod_00220,2,348.33,696.66,123.44,573.22,debit_card,2026-02-11 11:41:18,"Medan, Indonesia",completed,17.81,2026-02-14
txn_0a695ccf,user_00422,prod_00336,3,375.05,1125.15,7.77,1117.38,credit_card,2026-02-18 11:41:18,"Bandung, Indonesia",completed,24.7,2026-02-20
txn_6f9f4710,user_00047,prod_00077,3,657.12,1971.36,66.58,1904.78,e_wallet,2026-02-04 11:41:18,"Surabaya, Indonesia",completed,12.67,2026-02-11
txn_307a19a9,user_00409,prod_00273,1,970.43,970.43,126.27,844.16,credit_card,2026-03-06 11:41:18,"Makassar, Indonesia",completed,25.73,2026-03-09
txn_9522c5f6,user_00195,prod_00407,1,1400.91,1400.91,69.28,1331.63,credit_card,2026-03-12 11:41:18,"Surabaya, Indonesia",processing,29.37,2026-03-19
txn_5cb32746,user_00662,prod_00325,3,969.46,2908.38,146.81,2761.57,bank_transfer,2026-01-05 11:41:18,"Bekasi, Indonesia",processing,28.15,2026-01-07
txn_12cead49,user_00925,prod_00418,1,436.59,436.59,40.77,395.82,credit_card,2026-01-19 11:41:18,"Bandung, Indonesia",processing,22.43,2026-01-21
txn_dd713af6,user_00655,prod_00399,3,406.44,1219.32,194.78,1024.54,debit_card,2026-02-22 11:41:18,"Bekasi, Indonesia",pending,19.35,2026-03-01
txn_ea3b890c,user_00146,prod_00224,1,964.47,964.47,115.63,848.84,debit_card,2026-01-31 11:41:18,"Tangerang, Indonesia",processing,14.55,2026-02-07
txn_88e68f50,user_00320,prod_00461,3,1538.86,4616.58,482.73,4133.85,bank_transfer,2026-01-27 11:41:18,"Bekasi, Indonesia",completed,27.85,2026-02-03
txn_27809278,user_00589,prod_00233,1,655.54,655.54,53.49,602.05,bank_transfer,2026-02-21 11:41:18,"Bekasi, Indonesia",pending,21.37,2026-02-28
txn_d5327d87,user_00320,prod_00187,3,718.21,2154.63,246.46,1908.17,e_wallet,2026-01-03 11:41:18,"Bekasi, Indonesia",completed,13.6,2026-01-09
txn_c89a8175,user_00614,prod_00180,1,1169.89,1169.89,183.05,986.84,debit_card,2026-02-24 11:41:18,"Semarang, Indonesia",processing,19.48,2026-02-27
txn_25b0afab,user_00985,prod_00175,2,584.85,1169.7,125.64,1044.06,e_wallet,2026-02-11 11:41:18,"Bandung, Indonesia",completed,15.9,2026-02-16
txn_03d9a748,user_00502,prod_00106,2,1413.34,2826.68,458.13,2368.55,debit_card,2026-01-27 11:41:18,"Jakarta, Indonesia",completed,18.76,2026-01-31
txn_433024d7,user_00250,prod_00076,2,386.94,773.88,65.05,708.83,credit_card,2026-02-04 11:41:18,"Makassar, Indonesia",processing,21.63,2026-02-11
txn_3f0b554e,user_00436,prod_00356,2,1023.52,2047.04,24.32,2022.72,bank_transfer,2026-03-15 11:41:18,"Depok, Indonesia",processing,20.32,2026-03-20
txn_138fd944,user_00896,prod_00230,2,1080.84,2161.68,111.66,2050.02,debit_card,2026-01-31 11:41:18,"Depok, Indonesia",completed,29.36,2026-02-03
txn_e3772560,user_00369,prod_00213,1,1270.95,1270.95,64.41,1206.54,bank_transfer,2026-03-17 11:41:18,"Palembang, Indonesia",completed,18.13,2026-03-19
txn_ac41086c,user_00219,prod_00121,1,818.09,818.09,20.52,797.57,credit_card,2026-03-30 11:41:18,"Makassar, Indonesia",processing,18.44,2026-04-04
txn_348806a7,user_00651,prod_00426,2,94.05,188.1,7.58,180.52,bank_transfer,2026-01-29 11:41:18,"Bandung, Indonesia",completed,21.31,2026-02-01
txn_2cbc3300,user_00126,prod_00107,3,332.89,998.67,134.02,864.65,bank_transfer,2026-03-27 11:41:18,"Tangerang, Indonesia",completed,26.49,2026-03-30
txn_467e4a68,user_00105,prod_00066,2,291.08,582.16,109.65,472.51,credit_card,2026-02-25 11:41:18,"Semarang, Indonesia",pending,20.91,2026-02-28
txn_74d7944f,user_00423,prod_00442,2,1143.76,2287.52,375.83,1911.69,debit_card,2026-02-03 11:41:18,"Medan, Indonesia",processing,10.47,2026-02-08
txn_fcbf257b,user_00703,prod_00193,2,746.55,1493.1,55.82,1437.28,bank_transfer,2026-02-24 11:41:18,"Tangerang, Indonesia",cancelled,17.13,2026-03-02
txn_3c86357f,user_00816,prod_00115,1,1496.81,1496.81,114.59,1382.22,credit_card,2026-03-17 11:41:18,"Jakarta, Indonesia",pending,22.43,2026-03-22
txn_7cc57e48,user_00007,prod_00252,3,1203.6,3610.8,564.83,3045.97,debit_card,2025-12-30 11:41:18,"Palembang, Indonesia",pending,12.55,2026-01-04
txn_413f5051,user_00181,prod_00016,2,1789.39,3578.78,669.2,2909.58,credit_card,2026-02-23 11:41:18,"Semarang, Indonesia",processing,29.19,2026-03-01
txn_8f3e45f4,user_00118,prod_00352,3,1143.38,3430.14,192.82,3237.32,credit_card,2026-02-21 11:41:18,"Tangerang, Indonesia",completed,19.17,2026-02-24
txn_93b07263,user_00337,prod_00007,2,232.39,464.78,10.92,453.86,e_wallet,2026-02-13 11:41:18,"Medan, Indonesia",processing,16.1,2026-02-15
txn_67cc864f,user_00892,prod_00157,2,973.18,1946.36,304.99,1641.37,debit_card,2026-03-18 11:41:18,"Semarang, Indonesia",cancelled,22.68,2026-03-25
txn_d7d570e7,user_00631,prod_00128,2,969.31,1938.62,331.76,1606.86,credit_card,2026-03-27 11:41:18,"Tangerang, Indonesia",completed,20.53,2026-03-31
txn_f7396234,user_00634,prod_00413,2,587.51,1175.02,40.4,1134.62,bank_transfer,2026-01-08 11:41:18,"Semarang, Indonesia",completed,22.21,2026-01-14
txn_8016dbe5,user_00093,prod_00170,3,1094.5,3283.5,164.08,3119.42,bank_transfer,2026-01-26 11:41:18,"Palembang, Indonesia",completed,11.1,2026-01-31
txn_80f158de,user_00875,prod_00420,3,342.25,1026.75,117.61,909.14,e_wallet,2026-02-14 11:41:18,"Jakarta, Indonesia",pending,16.77,2026-02-16
txn_de7c42d2,user_00934,prod_00239,2,871.12,1742.24,34.15,1708.09,bank_transfer,2026-03-17 11:41:18,"Bandung, Indonesia",processing,13.62,2026-03-20
txn_ada028e8,user_00658,prod_00233,3,655.54,1966.62,52.64,1913.98,bank_transfer,2026-03-28 11:41:18,"Medan, Indonesia",completed,12.26,2026-04-01
txn_22eca406,user_00353,prod_00420,3,342.25,1026.75,159.13,867.62,e_wallet,2026-01-01 11:41:18,"Surabaya, Indonesia",processing,21.82,2026-01-08
txn_653194ab,user_00301,prod_00318,3,1460.54,4381.62,98.52,4283.1,debit_card,2026-02-14 11:41:18,"Surabaya, Indonesia",pending,11.21,2026-02-17
txn_9f3ff432,user_00968,prod_00317,2,297.91,595.82,0.36,595.46,bank_transfer,2026-01-01 11:41:18,"Surabaya, Indonesia",pending,23.58,2026-01-07
txn_6ad9ede4,user_00276,prod_00348,1,1692.08,1692.08,108.02,1584.06,e_wallet,2026-03-14 11:41:18,"Makassar, Indonesia",completed,28.78,2026-03-17
txn_8fdaa591,user_00913,prod_00164,2,678.94,1357.88,172.25,1185.63,bank_transfer,2026-02-07 11:41:18,"Bandung, Indonesia",completed,24.0,2026-02-13
txn_42a53259,user_00914,prod_00321,2,1158.92,2317.84,2.98,2314.86,e_wallet,2026-02-11 11:41:18,"Semarang, Indonesia",pending,18.97,2026-02-13
txn_4d7cd40f,user_00650,prod_00035,2,459.89,919.78,12.89,906.89,e_wallet,2026-01-04 11:41:18,"Tangerang, Indonesia",processing,24.36,2026-01-07
txn_05a67014,user_00750,prod_00431,2,490.23,980.46,175.46,805.0,bank_transfer,2026-01-17 11:41:18,"Medan, Indonesia",pending,15.29,2026-01-21
txn_763a7910,user_00244,prod_00401,1,1037.06,1037.06,184.32,852.74,credit_card,2025-12-30 11:41:18,"Tangerang, Indonesia",completed,16.99,2026-01-02
txn_2b63ec36,user_00439,prod_00229,1,1204.39,1204.39,136.18,1068.21,debit_card,2026-02-17 11:41:18,"Tangerang, Indonesia",pending,19.04,2026-02-23
txn_912783ef,user_00340,prod_00464,1,1301.99,1301.99,132.22,1169.77,debit_card,2026-02-13 11:41:18,"Depok, Indonesia",pending,26.38,2026-02-18
txn_c2f1ec74,user_00768,prod_00176,2,778.57,1557.14,36.97,1520.17,debit_card,2026-03-15 11:41:18,"Jakarta, Indonesia",processing,29.51,2026-03-22
txn_cd548345,user_00578,prod_00153,3,601.72,1805.16,198.76,1606.4,bank_transfer,2026-03-21 11:41:18,"Tangerang, Indonesia",completed,21.12,2026-03-23
txn_f7541a85,user_00634,prod_00336,2,375.05,750.1,44.22,705.88,debit_card,2025-12-30 11:41:18,"Semarang, Indonesia",pending,14.39,2026-01-02
txn_15f4cc4c,user_00729,prod_00116,3,1104.37,3313.11,65.34,3247.77,bank_transfer,2026-01-10 11:41:18,"Makassar, Indonesia",completed,12.81,2026-01-17
txn_48ba6f74,user_00246,prod_00126,3,760.77,2282.31,452.46,1829.85,e_wallet,2026-01-24 11:41:18,"Tangerang, Indonesia",processing,16.13,2026-01-29
txn_fde92047,user_00848,prod_00321,3,1158.92,3476.76,656.53,2820.23,bank_transfer,2026-01-31 11:41:18,"Palembang, Indonesia",pending,29.06,2026-02-02
txn_9a7a93a9,user_00375,prod_00254,3,1288.26,3864.78,270.63,3594.15,credit_card,2026-02-20 11:41:18,"Depok, Indonesia",pending,19.34,2026-02-23
txn_7942a77d,user_00399,prod_00071,3,508.13,1524.39,107.15,1417.24,bank_transfer,2026-03-26 11:41:18,"Bekasi, Indonesia",processing,27.34,2026-04-01
txn_bd1c3bc2,user_00540,prod_00467,3,233.53,700.59,127.3,573.29,bank_transfer,2026-01-26 11:41:18,"Depok, Indonesia",completed,19.16,2026-01-31
txn_eb859cb8,user_00574,prod_00425,2,1026.07,2052.14,253.33,1798.81,debit_card,2026-03-18 11:41:18,"Semarang, Indonesia",pending,18.71,2026-03-21
