user_id,product_id,interaction_type,timestamp,session_id,device_type,duration_seconds,rating
user_00238,prod_00050,view,2025-12-21 10:09:02,sess_787a4fd1,desktop,170,
user_00779,prod_00119,view,2026-02-23 10:09:02,sess_be07203d,tablet,201,
user_00774,prod_00499,cart,2026-02-13 10:09:02,sess_3d2f55eb,mobile,24,
user_00868,prod_00384,view,2026-01-29 10:09:02,sess_e3bf3ca3,tablet,20,
user_00946,prod_00090,view,2026-01-19 10:09:02,sess_f0346e6d,desktop,73,
user_00653,prod_00294,view,2026-01-14 10:09:02,sess_9cc92696,desktop,151,
user_00231,prod_00104,view,2026-01-09 10:09:02,sess_71cad337,mobile,49,
user_00597,prod_00013,view,2026-02-28 10:09:02,sess_d76f22f6,mobile,189,
user_00793,prod_00209,view,2025-12-20 10:09:02,sess_8dd4fba8,tablet,275,
user_00509,prod_00098,view,2026-01-16 10:09:02,sess_34b4f10c,tablet,185,
user_00366,prod_00317,like,2026-03-08 10:09:02,sess_03346fdc,tablet,45,
user_00131,prod_00401,view,2026-01-13 10:09:02,sess_bc3f1ca9,mobile,31,
user_00616,prod_00277,view,2026-02-08 10:09:02,sess_7fced608,desktop,204,
user_00721,prod_00184,like,2026-01-08 10:09:02,sess_62eb662b,tablet,128,
user_00874,prod_00266,view,2026-03-10 10:09:02,sess_4c1fbd6a,tablet,61,
user_00597,prod_00242,view,2026-03-13 10:09:02,sess_21b152a2,desktop,220,
user_00268,prod_00103,cart,2026-02-19 10:09:02,sess_0f7ad02e,tablet,173,
user_00947,prod_00388,view,2026-03-08 10:09:02,sess_6f6365ef,tablet,23,
user_00355,prod_00037,view,2025-12-29 10:09:02,sess_35c44175,mobile,287,
user_00491,prod_00485,view,2026-03-12 10:09:02,sess_da8d387a,mobile,23,
user_00509,prod_00260,view,2026-01-21 10:09:02,sess_8252db77,desktop,160,
user_00801,prod_00436,view,2026-03-10 10:09:02,sess_33517dbe,mobile,105,
user_00548,prod_00312,view,2026-03-15 10:09:02,sess_18e6597a,tablet,251,
user_00054,prod_00199,view,2026-01-21 10:09:02,sess_e67dfcf0,tablet,223,
user_00563,prod_00071,view,2025-12-29 10:09:02,sess_d5c51ca3,desktop,185,
user_00199,prod_00176,purchase,2026-03-16 10:09:02,sess_f5e01cfe,mobile,216,4.0
user_00910,prod_00414,cart,2026-02-14 10:09:02,sess_a20e8fad,mobile,44,
user_00059,prod_00065,view,2026-03-12 10:09:02,sess_2bc926d1,desktop,184,
user_00617,prod_00336,cart,2026-01-26 10:09:02,sess_50693503,desktop,67,
user_00673,prod_00040,view,2026-01-07 10:09:02,sess_d139311f,mobile,258,
user_00723,prod_00377,like,2026-02-07 10:09:02,sess_6a784675,desktop,287,
user_00300,prod_00445,view,2026-02-11 10:09:02,sess_8207223b,desktop,282,
user_00516,prod_00054,view,2026-01-24 10:09:02,sess_eb61cf3a,tablet,253,
user_00287,prod_00041,like,2026-02-06 10:09:02,sess_b3c53e39,tablet,288,
user_00216,prod_00063,purchase,2026-02-15 10:09:02,sess_4e3547e8,tablet,230,3.6
user_00465,prod_00488,view,2026-03-13 10:09:02,sess_2b92445f,desktop,147,
user_00603,prod_00197,cart,2026-02-10 10:09:02,sess_1977d46a,tablet,201,
user_00508,prod_00010,view,2026-03-12 10:09:02,sess_4f2e50a8,mobile,110,
user_00389,prod_00095,view,2025-12-23 10:09:02,sess_56cd44af,desktop,21,
user_00555,prod_00391,like,2026-02-02 10:09:02,sess_921034de,desktop,115,
user_00776,prod_00015,like,2026-03-10 10:09:02,sess_1bad6d09,mobile,288,
user_00398,prod_00488,like,2026-01-03 10:09:02,sess_1202437e,tablet,295,
user_00788,prod_00266,view,2026-01-28 10:09:02,sess_309185d6,desktop,126,
user_00136,prod_00465,view,2025-12-20 10:09:02,sess_95571f7a,desktop,48,
user_00256,prod_00395,view,2026-01-26 10:09:02,sess_18fa1e39,mobile,145,
user_00371,prod_00138,like,2026-03-02 10:09:02,sess_45c3625d,desktop,296,
user_00677,prod_00165,purchase,2026-03-16 10:09:02,sess_16e8dcb3,desktop,23,4.9
user_00492,prod_00327,view,2026-01-02 10:09:02,sess_96d6c96e,mobile,146,
user_00919,prod_00313,like,2026-02-10 10:09:02,sess_dbd50ffb,desktop,258,
user_00131,prod_00117,view,2025-12-28 10:09:02,sess_e720198c,tablet,30,
user_00239,prod_00059,view,2026-01-12 10:09:02,sess_27749649,desktop,167,
user_00043,prod_00284,view,2026-02-12 10:09:02,sess_c025f4da,desktop,13,
user_00695,prod_00433,view,2026-03-12 10:09:02,sess_261a0b5d,tablet,125,
user_00359,prod_00056,view,2026-03-03 10:09:02,sess_24da97bd,tablet,44,
user_00243,prod_00105,view,2025-12-20 10:09:02,sess_6a5022fe,desktop,41,
user_00658,prod_00219,view,2026-02-04 10:09:02,sess_15daf33c,tablet,189,
user_00344,prod_00500,like,2026-02-08 10:09:02,sess_5caccbeb,tablet,20,
user_00165,prod_00189,view,2026-02-26 10:09:02,sess_542bee48,tablet,18,
user_00109,prod_00312,like,2026-01-11 10:09:02,sess_b989ed54,tablet,181,
user_00963,prod_00111,cart,2026-02-26 10:09:02,sess_2260af90,desktop,45,
user_00979,prod_00040,view,2026-01-03 10:09:02,sess_efb54caf,tablet,285,
user_00752,prod_00215,purchase,2026-01-16 10:09:02,sess_6bafb1a0,tablet,273,3.1
user_00325,prod_00138,like,2026-02-14 10:09:02,sess_f17b4613,desktop,123,
user_00467,prod_00162,view,2026-01-20 10:09:02,sess_5adb42e1,tablet,214,
user_00371,prod_00041,view,2026-03-08 10:09:02,sess_a105a4ef,desktop,252,
user_00620,prod_00118,like,2026-03-01 10:09:02,sess_425ac984,tablet,130,
user_00796,prod_00466,view,2025-12-22 10:09:02,sess_40619afd,mobile,138,
user_00815,prod_00147,view,2026-03-07 10:09:02,sess_31a5ddcd,desktop,220,
user_00518,prod_00076,view,2026-02-20 10:09:02,sess_1cca3127,mobile,237,
user_00016,prod_00086,view,2026-01-06 10:09:02,sess_9ab1aaf9,tablet,245,
user_00761,prod_00052,purchase,2026-02-24 10:09:02,sess_bba036a4,mobile,72,3.1
user_00543,prod_00471,like,2026-01-05 10:09:02,sess_e3718ff0,mobile,155,
user_00122,prod_00173,view,2025-12-29 10:09:02,sess_705c82e5,mobile,28,
user_00076,prod_00379,like,2026-01-21 10:09:02,sess_b69bd92a,desktop,249,
user_00717,prod_00069,like,2026-01-11 10:09:02,sess_5acae2b3,mobile,82,
user_00918,prod_00004,view,2026-01-18 10:09:02,sess_ee3f2acc,desktop,169,
user_00450,prod_00091,cart,2026-02-07 10:09:02,sess_1991ca5f,desktop,179,
user_00050,prod_00289,view,2026-01-27 10:09:02,sess_cb62317e,desktop,96,
user_00977,prod_00074,like,2026-02-19 10:09:02,sess_56e3a63a,desktop,270,
user_00285,prod_00295,view,2026-02-09 10:09:02,sess_40b55df3,mobile,65,
user_00295,prod_00141,view,2026-02-24 10:09:02,sess_1bf69782,desktop,137,
user_00621,prod_00386,like,2026-02-19 10:09:02,sess_c26647eb,tablet,265,
user_00773,prod_00087,view,2026-03-12 10:09:02,sess_acf1d99a,tablet,280,
user_00819,prod_00100,view,2026-03-14 10:09:02,sess_d347c013,desktop,109,
user_00289,prod_00483,like,2026-02-08 10:09:02,sess_15adf2d9,mobile,66,
user_00456,prod_00456,view,2026-03-06 10:09:02,sess_68867533,mobile,147,
user_00750,prod_00343,like,2026-02-17 10:09:02,sess_bbc25912,tablet,43,
user_00335,prod_00081,view,2025-12-27 10:09:02,sess_ecc2cf72,tablet,267,
user_00689,prod_00398,like,2026-01-21 10:09:02,sess_54833cbd,mobile,271,
user_00326,prod_00098,like,2026-01-01 10:09:02,sess_8681ac53,desktop,117,
user_00690,prod_00101,view,2026-01-14 10:09:02,sess_1bfba376,mobile,259,
user_00290,prod_00068,view,2026-03-06 10:09:02,sess_54e3c5ca,tablet,114,
user_00004,prod_00223,view,2025-12-29 10:09:02,sess_4103b509,mobile,96,
user_00040,prod_00215,view,2025-12-27 10:09:02,sess_4d764dc8,tablet,125,
user_00654,prod_00179,view,2026-02-22 10:09:02,sess_128ed1e3,desktop,123,
user_00897,prod_00150,view,2025-12-27 10:09:02,sess_b3aae6f8,desktop,187,
user_00557,prod_00247,view,2026-03-03 10:09:02,sess_77198942,desktop,219,
user_00993,prod_00229,view,2026-01-22 10:09:02,sess_c96f9889,mobile,95,
user_00476,prod_00490,view,2026-02-01 10:09:02,sess_0f12a00a,tablet,208,
user_00722,prod_00066,like,2025-12-20 10:09:02,sess_7e33ca11,mobile,19,
user_00298,prod_00138,purchase,2026-02-04 10:09:02,sess_e5f82863,desktop,167,2.6
user_00829,prod_00227,view,2026-03-11 10:09:02,sess_3c3e1cf8,desktop,253,
user_00746,prod_00113,view,2026-03-12 10:09:02,sess_4456b9b6,desktop,234,
user_00420,prod_00114,view,2025-12-27 10:09:02,sess_cd5cf121,mobile,173,
user_00133,prod_00310,cart,2026-01-28 10:09:02,sess_c2a1ebb9,mobile,175,
user_00935,prod_00181,view,2026-01-10 10:09:02,sess_0471aee6,mobile,190,
user_00549,prod_00102,like,2026-02-08 10:09:02,sess_60e9ed61,mobile,196,
user_00340,prod_00212,view,2026-02-14 10:09:02,sess_1b0ed115,mobile,23,
user_00866,prod_00011,view,2026-01-14 10:09:02,sess_c3ee6e0e,mobile,85,
user_00290,prod_00155,view,2025-12-19 10:09:02,sess_6e5ff2ba,mobile,22,
user_00279,prod_00384,like,2026-02-11 10:09:02,sess_ec514f93,mobile,44,
user_00076,prod_00259,view,2026-01-07 10:09:02,sess_5ffb32fe,tablet,82,
user_00098,prod_00377,view,2025-12-30 10:09:02,sess_ed6fd925,desktop,170,
user_00436,prod_00263,view,2026-01-18 10:09:02,sess_bf431124,mobile,56,
user_00271,prod_00497,view,2026-01-22 10:09:02,sess_05e4be7b,mobile,118,
user_00991,prod_00209,view,2025-12-18 10:09:02,sess_252c6b78,tablet,264,
user_00251,prod_00196,like,2026-01-07 10:09:02,sess_3816288e,tablet,60,
user_00464,prod_00115,view,2026-02-16 10:09:02,sess_44eb8078,desktop,194,
user_00489,prod_00289,view,2026-02-03 10:09:02,sess_32c24603,mobile,47,
user_00098,prod_00288,view,2026-01-14 10:09:02,sess_8e9db5a6,tablet,132,
user_00086,prod_00073,view,2026-01-16 10:09:02,sess_e7bac39e,tablet,295,
user_00779,prod_00120,like,2026-02-02 10:09:02,sess_413c0eab,mobile,23,
user_00330,prod_00353,like,2026-01-05 10:09:02,sess_aa3da415,desktop,284,
user_00512,prod_00161,view,2025-12-17 10:09:02,sess_79510a89,desktop,268,
user_00569,prod_00440,purchase,2026-03-01 10:09:02,sess_ccffeef7,mobile,87,3.1
user_00125,prod_00086,view,2026-03-03 10:09:02,sess_89004711,mobile,222,
user_00508,prod_00088,view,2026-01-06 10:09:02,sess_f98dab95,desktop,209,
user_00010,prod_00152,view,2026-02-08 10:09:02,sess_d2d282ca,tablet,143,
user_00536,prod_00166,view,2026-02-24 10:09:02,sess_4763da69,mobile,153,
user_00536,prod_00351,like,2025-12-30 10:09:02,sess_a1fb2a31,desktop,246,
user_00474,prod_00108,like,2026-02-28 10:09:02,sess_8efbf7cc,mobile,273,
user_00733,prod_00425,view,2026-01-23 10:09:02,sess_40af222f,mobile,81,
user_00482,prod_00035,view,2026-02-21 10:09:02,sess_2ccd4e63,mobile,53,
user_00551,prod_00235,view,2025-12-28 10:09:02,sess_e3c6b963,desktop,85,
user_00069,prod_00180,view,2026-03-16 10:09:02,sess_082d2098,mobile,145,
user_00292,prod_00421,view,2026-02-06 10:09:02,sess_c36f8009,desktop,211,
user_00957,prod_00131,view,2026-02-26 10:09:02,sess_9e079aa8,mobile,115,
user_00287,prod_00092,view,2026-03-01 10:09:02,sess_e2c84bc1,tablet,201,
user_00339,prod_00295,like,2026-01-16 10:09:02,sess_3b2cbda0,mobile,91,
user_00003,prod_00402,cart,2025-12-29 10:09:02,sess_d1ae9aaf,mobile,78,
user_00169,prod_00244,view,2026-03-11 10:09:02,sess_dd7cf20e,mobile,266,
user_00827,prod_00226,view,2026-02-04 10:09:02,sess_592c1ab3,desktop,261,
user_00779,prod_00061,view,2026-01-28 10:09:02,sess_35e2f60f,desktop,247,
user_00364,prod_00160,view,2025-12-30 10:09:02,sess_52f3b094,mobile,90,
user_00969,prod_00325,like,2026-01-14 10:09:02,sess_cdc860fc,tablet,133,
user_00702,prod_00062,view,2026-02-23 10:09:02,sess_a657d8f0,mobile,192,
user_00876,prod_00239,like,2026-02-21 10:09:02,sess_fa6367d8,desktop,196,
user_00184,prod_00478,view,2026-01-30 10:09:02,sess_68542d41,tablet,104,
user_00006,prod_00301,view,2026-01-29 10:09:02,sess_ff8f833c,desktop,262,
user_00944,prod_00007,view,2026-02-10 10:09:02,sess_b857f8cd,tablet,250,
user_00408,prod_00023,view,2026-03-10 10:09:02,sess_b760e75f,tablet,20,
user_00884,prod_00368,like,2026-01-16 10:09:02,sess_6988e3f7,tablet,284,
user_00827,prod_00054,view,2025-12-29 10:09:02,sess_1699818a,tablet,83,
user_00723,prod_00377,cart,2026-01-23 10:09:02,sess_f16d114d,mobile,33,
user_00455,prod_00327,view,2026-01-07 10:09:02,sess_c455ecad,desktop,104,
user_00671,prod_00315,view,2025-12-21 10:09:02,sess_2f5399ae,desktop,91,
user_00928,prod_00301,view,2025-12-22 10:09:02,sess_5b0e43a8,desktop,218,
user_00858,prod_00342,view,2026-01-12 10:09:02,sess_55f8cc6c,mobile,141,
user_00086,prod_00089,view,2025-12-30 10:09:02,sess_42df5d35,mobile,263,
user_00420,prod_00089,view,2026-01-05 10:09:02,sess_3ea5418d,desktop,65,
user_00350,prod_00239,view,2026-01-17 10:09:02,sess_6f358a0b,mobile,64,
user_00941,prod_00047,like,2026-03-15 10:09:02,sess_589047b5,mobile,10,
user_00223,prod_00327,view,2026-02-14 10:09:02,sess_8efcdc0a,desktop,102,
user_00766,prod_00387,view,2026-01-28 10:09:02,sess_d1e06bfb,tablet,151,
user_00183,prod_00143,view,2026-01-24 10:09:02,sess_787b9d32,mobile,101,
user_00280,prod_00453,view,2026-02-08 10:09:02,sess_eec00de0,desktop,230,
user_00271,prod_00048,view,2026-01-30 10:09:02,sess_492e2f4d,desktop,272,
user_00461,prod_00425,view,2026-01-02 10:09:02,sess_d20284fe,desktop,84,
user_00551,prod_00292,like,2025-12-20 10:09:02,sess_d626124f,desktop,111,
user_00351,prod_00359,view,2026-02-19 10:09:02,sess_7cfe2f7c,desktop,116,
user_00479,prod_00134,like,2026-01-16 10:09:02,sess_15e96aed,mobile,244,
user_00601,prod_00166,view,2025-12-23 10:09:02,sess_1aaced83,tablet,22,
user_00331,prod_00360,view,2026-03-16 10:09:02,sess_897c0af2,mobile,220,
user_00487,prod_00172,view,2026-03-05 10:09:02,sess_755a4286,mobile,188,
user_00314,prod_00084,view,2026-03-15 10:09:02,sess_33ca8f23,desktop,238,
user_00608,prod_00295,like,2026-01-29 10:09:02,sess_faf9362f,tablet,177,
user_00495,prod_00348,view,2026-02-16 10:09:02,sess_24242653,tablet,60,
user_00432,prod_00219,purchase,2026-01-11 10:09:02,sess_02ea5573,mobile,158,4.5
user_00989,prod_00358,like,2025-12-23 10:09:02,sess_f53ac406,desktop,32,
user_00994,prod_00047,cart,2026-02-01 10:09:02,sess_babacc68,desktop,207,
user_00170,prod_00236,view,2026-02-20 10:09:02,sess_e1f20982,mobile,159,
user_00315,prod_00042,view,2026-02-19 10:09:02,sess_0fc61bd3,desktop,51,
user_00742,prod_00126,view,2026-01-29 10:09:02,sess_3de01850,mobile,249,
user_00164,prod_00177,view,2025-12-20 10:09:02,sess_17670972,desktop,113,
user_00935,prod_00242,like,2026-03-05 10:09:02,sess_8baf13e8,desktop,70,
user_00326,prod_00391,view,2026-02-04 10:09:02,sess_5b4e0137,desktop,222,
user_00612,prod_00202,view,2025-12-22 10:09:02,sess_ca3d674c,tablet,18,
user_00228,prod_00454,like,2026-03-17 10:09:02,sess_cae90f09,tablet,208,
user_00937,prod_00040,view,2026-02-21 10:09:02,sess_131842a9,mobile,113,
user_00310,prod_00223,view,2025-12-24 10:09:02,sess_7e1d4e6f,mobile,222,
user_00155,prod_00146,view,2026-01-15 10:09:02,sess_b2eb6c2a,mobile,138,
user_00982,prod_00489,view,2026-01-26 10:09:02,sess_0b976891,tablet,269,
user_00855,prod_00055,like,2025-12-24 10:09:02,sess_0bd0f13d,desktop,11,
user_00165,prod_00164,view,2026-01-27 10:09:02,sess_95020898,tablet,237,
user_00012,prod_00249,view,2026-03-11 10:09:02,sess_827f6f9f,desktop,222,
user_00265,prod_00380,view,2026-01-19 10:09:02,sess_f681347c,tablet,195,
user_00800,prod_00243,like,2026-02-23 10:09:02,sess_ae747a14,desktop,277,
user_00778,prod_00197,view,2026-02-02 10:09:02,sess_9d6c14fa,tablet,137,
user_00203,prod_00264,view,2026-01-17 10:09:02,sess_c34e6dba,desktop,25,
user_00125,prod_00445,view,2026-03-11 10:09:02,sess_89b83998,tablet,194,
user_00259,prod_00218,view,2026-03-14 10:09:02,sess_d9ff79bf,tablet,141,
user_00184,prod_00151,view,2026-01-19 10:09:02,sess_f9213e9c,desktop,157,
user_00652,prod_00019,view,2026-03-13 10:09:02,sess_c0a01761,tablet,207,
user_00255,prod_00090,view,2026-03-01 10:09:02,sess_7f793275,tablet,79,
user_00649,prod_00253,like,2025-12-28 10:09:02,sess_d7c8e63d,mobile,273,
user_00583,prod_00235,view,2026-01-29 10:09:02,sess_bf4ac6e0,mobile,80,
user_00624,prod_00371,view,2026-03-07 10:09:02,sess_dfcc3ceb,desktop,159,
user_00433,prod_00206,view,2026-02-13 10:09:02,sess_0b884409,tablet,45,
user_00857,prod_00468,like,2026-02-07 10:09:02,sess_18aa196b,tablet,268,
user_00553,prod_00438,view,2026-03-11 10:09:02,sess_6ebfbbe2,desktop,298,
user_00485,prod_00111,view,2025-12-19 10:09:02,sess_b86e86a3,mobile,146,
user_00514,prod_00344,view,2026-02-22 10:09:02,sess_635afabd,tablet,150,
user_00280,prod_00003,view,2026-01-23 10:09:02,sess_dd55fe5c,tablet,71,
user_00282,prod_00137,view,2025-12-26 10:09:02,sess_60ed5355,desktop,54,
user_00227,prod_00116,like,2025-12-30 10:09:02,sess_31ee7091,desktop,220,
user_00651,prod_00305,view,2026-01-16 10:09:02,sess_9813961b,tablet,11,
user_00352,prod_00175,view,2026-01-20 10:09:02,sess_403c1ecc,mobile,241,
user_00875,prod_00381,view,2025-12-18 10:09:02,sess_a2e0ef46,mobile,204,
user_00262,prod_00207,view,2026-01-03 10:09:02,sess_d67ae046,mobile,254,
user_00575,prod_00177,view,2026-01-09 10:09:02,sess_239a97f5,desktop,160,
user_00299,prod_00385,view,2026-01-17 10:09:02,sess_e85ce278,mobile,84,
user_00640,prod_00300,view,2026-01-04 10:09:02,sess_904dad4c,desktop,217,
user_00784,prod_00012,view,2026-01-14 10:09:02,sess_8694df64,mobile,197,
user_00944,prod_00276,view,2026-03-02 10:09:02,sess_776366b9,mobile,207,
user_00224,prod_00109,view,2026-02-23 10:09:02,sess_184a48c9,mobile,210,
user_00564,prod_00210,like,2026-02-05 10:09:02,sess_d5309b5b,desktop,59,
user_00681,prod_00453,view,2026-01-08 10:09:02,sess_98e7fe51,desktop,120,
user_00880,prod_00207,like,2026-02-25 10:09:02,sess_a0d6a756,mobile,209,
user_00296,prod_00002,like,2026-03-05 10:09:02,sess_fb2f87d7,desktop,219,
user_00998,prod_00215,view,2026-03-14 10:09:02,sess_8d70b129,tablet,119,
user_00142,prod_00313,view,2026-01-24 10:09:02,sess_0e706f8e,mobile,171,
user_00625,prod_00128,view,2026-01-16 10:09:02,sess_eea18264,tablet,51,
user_00975,prod_00190,like,2026-01-06 10:09:02,sess_f6de9caf,tablet,103,
user_00871,prod_00468,view,2026-02-15 10:09:02,sess_4d158cec,mobile,246,
user_00960,prod_00365,view,2026-02-08 10:09:02,sess_66bcac93,mobile,20,
user_00212,prod_00296,view,2025-12-20 10:09:02,sess_746b1ed9,tablet,232,
user_00248,prod_00408,like,2025-12-30 10:09:02,sess_5f2969e3,desktop,86,
user_00251,prod_00237,view,2026-03-13 10:09:02,sess_e76c8b7f,tablet,213,
user_00888,prod_00267,cart,2026-01-23 10:09:02,sess_c0f60385,desktop,280,
user_00124,prod_00367,view,2026-03-10 10:09:02,sess_b6597052,desktop,208,
user_00849,prod_00422,view,2026-01-11 10:09:02,sess_f31e28ef,tablet,230,
user_00439,prod_00404,view,2026-02-12 10:09:02,sess_0203e193,tablet,62,
user_00740,prod_00087,view,2026-02-02 10:09:02,sess_a0d317fc,mobile,129,
user_00815,prod_00248,view,2026-02-03 10:09:02,sess_b308484a,tablet,42,
user_00470,prod_00461,like,2025-12-19 10:09:02,sess_c7a646ae,desktop,174,
user_00807,prod_00231,view,2025-12-31 10:09:02,sess_95473dff,mobile,76,
user_00152,prod_00268,view,2026-01-29 10:09:02,sess_a13fae65,tablet,190,
user_00731,prod_00150,like,2026-01-16 10:09:02,sess_b07bd3dc,tablet,230,
user_00690,prod_00151,like,2026-02-08 10:09:02,sess_5f6fdc04,desktop,136,
user_00653,prod_00117,like,2026-03-16 10:09:02,sess_f33ba29f,desktop,191,
user_00739,prod_00261,view,2026-02-24 10:09:02,sess_ee695a6b,desktop,84,
user_00602,prod_00437,view,2026-01-28 10:09:02,sess_6c235b88,desktop,91,
user_00892,prod_00269,view,2026-01-28 10:09:02,sess_14e4cd3a,mobile,38,
user_00351,prod_00116,view,2026-02-26 10:09:02,sess_6c5cd9d0,desktop,66,
user_00666,prod_00101,view,2026-01-04 10:09:02,sess_c68463b8,tablet,11,
user_00861,prod_00383,purchase,2025-12-27 10:09:02,sess_4f095016,mobile,173,3.0
user_00278,prod_00284,cart,2026-01-04 10:09:02,sess_f30f3948,tablet,131,
user_00251,prod_00132,view,2025-12-24 10:09:02,sess_8a3c678a,mobile,121,
user_00707,prod_00368,view,2025-12-30 10:09:02,sess_b780c367,desktop,287,
user_00285,prod_00047,like,2026-03-01 10:09:02,sess_11e025b5,tablet,160,
user_00063,prod_00107,view,2026-01-02 10:09:02,sess_c70db1fa,desktop,242,
user_00101,prod_00275,view,2025-12-26 10:09:02,sess_2cd48b00,mobile,105,
user_00490,prod_00060,view,2026-02-20 10:09:02,sess_a8f5c378,mobile,282,
user_00604,prod_00111,view,2026-03-16 10:09:02,sess_87598590,tablet,225,
user_00882,prod_00464,like,2026-01-01 10:09:02,sess_f7977005,tablet,238,
user_00001,prod_00129,view,2026-01-13 10:09:02,sess_584ee33d,tablet,95,
user_00337,prod_00260,view,2025-12-25 10:09:02,sess_2325e1ee,desktop,140,
user_00889,prod_00273,view,2025-12-21 10:09:02,sess_201b939d,tablet,262,
user_00317,prod_00321,view,2026-02-22 10:09:02,sess_f0c1df02,desktop,8,
user_00327,prod_00458,view,2026-02-23 10:09:02,sess_2a055eaf,mobile,226,
user_00690,prod_00156,like,2026-01-08 10:09:02,sess_3949b867,mobile,104,
user_00798,prod_00056,view,2026-01-12 10:09:02,sess_f2932b49,desktop,168,
user_00785,prod_00272,view,2026-02-07 10:09:02,sess_b9c0c118,tablet,112,
user_00585,prod_00345,view,2026-02-21 10:09:02,sess_513738c1,desktop,92,
user_00873,prod_00081,view,2026-01-10 10:09:02,sess_5232ac42,desktop,218,
user_00799,prod_00372,view,2026-02-12 10:09:02,sess_af78b74e,desktop,160,
user_00380,prod_00075,view,2026-01-31 10:09:02,sess_4b57d781,tablet,166,
user_00461,prod_00158,view,2026-01-23 10:09:02,sess_58252785,mobile,211,
user_00057,prod_00496,view,2026-02-28 10:09:02,sess_428afecd,desktop,145,
user_00020,prod_00420,view,2026-02-13 10:09:02,sess_6e93c54c,desktop,196,
user_00025,prod_00165,like,2026-02-20 10:09:02,sess_4dff19d1,mobile,262,
user_00451,prod_00439,view,2026-02-14 10:09:02,sess_ee689dda,mobile,171,
user_00741,prod_00246,like,2026-01-27 10:09:02,sess_6a9a11c1,tablet,254,
user_00256,prod_00144,view,2026-03-10 10:09:02,sess_f1035ad4,tablet,180,
user_00283,prod_00276,view,2026-02-09 10:09:02,sess_67ad73a7,mobile,246,
user_00138,prod_00451,view,2026-01-24 10:09:02,sess_e59da9e2,mobile,82,
user_00604,prod_00154,view,2026-01-20 10:09:02,sess_a0bcda8a,mobile,172,
user_00587,prod_00280,view,2026-02-08 10:09:02,sess_b88f86ba,tablet,16,
user_00144,prod_00396,like,2026-01-30 10:09:02,sess_2cc0eeed,desktop,114,
user_00189,prod_00165,view,2026-01-30 10:09:02,sess_ecaba70c,desktop,106,
user_00694,prod_00498,view,2026-03-15 10:09:02,sess_6ff0172d,mobile,66,
user_00658,prod_00211,view,2026-01-14 10:09:02,sess_c42c2a7c,mobile,275,
user_00062,prod_00468,view,2026-01-21 10:09:02,sess_1855d4cb,mobile,263,
